include,repo,title,name,language,compatibility,spark_version,latest_date,ts,dataset,download_url,file,upstream_deps,model_class,labels,reference_url,author,tags,license,edition,dimension,dataset_info,description,demo_url,included_models,colab_url,case_sensitive
1,clinical/models,Ner DL Model Events `embeddings_clinical`,ner_events_clinical,en,2.5.0,2.4,2020-08-18,1597775531760,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_events_clinical_en_2.5.5_2.4_1597775531760.zip,ner_events_clinical_en_2.5.5_2.4_1597775531760.zip,embeddings_clinical,NerDLModel,"CLINICAL_DEPT,DATE,DURATION,EVIDENTIAL,FREQUENCY,OCCURRENCE,PROBLEM,TEST,TIME,TREATMENT",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,Trained on i2b2 events data with `clinical_embeddings`,Pretrained named entity recognition deep learning model for clinical events.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
0,clinical/models,Ner DL Model Events `embeddings_healthcare`,ner_events_healthcare,en,2.6.0,2.4,2020-09-23,1600849907632,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_events_healthcare_en_2.6.0_2.4_1600849907632.zip,ner_events_healthcare_en_2.6.0_2.4_1600849907632.zip,embeddings_healthcare_100d,NerDLModel,"CLINICAL_DEPT,DATE,DURATION,EVIDENTIAL,FREQUENCY,OCCURRENCE,PROBLEM,TEST,TIME,TREATMENT",,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_healthcare_100d`",,,,,
1,clinical/models,w2v_cc_300d,ner_healthcare,de,2.5.5,2.4,2020-09-06,1599433028253,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_healthcare_de_2.5.5_2.4_1599433028253.zip,ner_healthcare_de_2.5.5_2.4_1599433028253.zip,FILLUP,NerDLModel,"BIOLOGICAL_CHEMISTRY,BIOLOGICAL_PARAMETER,BODY_FLUID,BODY_PART,DEGREE,DIAGLAB_PROCEDURE,DOSING,LOCAL_SPECIFICATION,MEASUREMENT,MEDICAL_CONDITION,MEDICAL_DEVICE,MEDICAL_SPECIFICATION,MEDICATION,PERSON,PROCESS,STATE_OF_HEALTH,TIME_INFORMATION,TISSUE,TREATMENT",,John Snow Labs,"clinical,ner,events,de",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `w2v_cc_300d`",,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/14.German_Healthcare_Models.ipynb,
0,clinical/models,Ner DL Model Healthcare,ner_healthcare,en,2.4.4,2.4,2020-09-23,1600849764614,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_healthcare_en_2.6.0_2.4_1600849764614.zip,ner_healthcare_en_2.6.0_2.4_1600849764614.zip,FILLUP,NerDLModel,"PROBLEM,TEST,TREATMENT",,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_healthcare_100d`",Pretrained named entity recognition deep learning model for healthcare.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Phenotype / Gene,ner_human_phenotype_gene_clinical,en,2.5.5,2.4,2020-08-27,1598558253840,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_human_phenotype_gene_clinical_en_2.5.5_2.4_1598558253840.zip,ner_human_phenotype_gene_clinical_en_2.5.5_2.4_1598558253840.zip,embeddings_clinical,NerDLModel,"GENE,HP",,John Snow Labs,"clinical,ner,phenotype,en",Licensed ,Healthcare,,,,,,,
1,clinical/models,Ner DL Model Healthcare,ner_human_phenotype_go_clinical,en,2.5.5,2.4,2020-08-27,1598558398770,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_human_phenotype_go_clinical_en_2.5.5_2.4_1598558398770.zip,ner_human_phenotype_go_clinical_en_2.5.5_2.4_1598558398770.zip,embeddings_clinical,NerDLModel,"GO,HP",,John Snow Labs,"clinical,ner,phenotype,en",Licensed ,Healthcare,,,,,,,
1,clinical/models,Ner DL Model,ner_jsl,en,2.4.2,2.4,2020-04-21,1587513304751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_en_2.4.2_2.4_1587513304751.zip,ner_jsl_en_2.4.2_2.4_1587513304751.zip,embeddings_clinical,NerDLModel,"Age,Allergenic_substance,Blood_Pressure,Causative_Agents_(Virus_and_Bacteria),Cause_of_death,Date_of_death,Diagnosis,Dosage,Drug_Name,Drug_incident_description,Frequency,Gender,Lab_Name,Lab_Result,Maybe,Modifier,Name,Negated,Negation,O2_Saturation,Procedure,Procedure_Findings,Procedure_Name,Procedure_incident_description,Pulse_Rate,Respiratory_Rate,Route,Section_Name,Substance_Name,Symptom_Name,Temperature,Weight",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,Pretrained named entity recognition deep learning model for clinical terminology.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Enriched,ner_jsl_enriched,en,2.4.2,2.4,2020-04-21,1587513303751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,embeddings_clinical,NerDLModel,"Age,Allergenic_substance,Blood_Pressure,Causative_Agents_(Virus_and_Bacteria),Diagnosis,Dosage,Drug_Name,Frequency,Gender,Lab_Name,Lab_Result,Maybe,Modifier,Name,Negation,O2_Saturation,Procedure,Procedure_Name,Pulse_Rate,Respiratory_Rate,Route,Section_Name,Substance_Name,Symptom_Name,Temperature,Weight",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,Pretrained named entity recognition deep learning model for clinical terminology.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Clinical (Large),ner_large_clinical,en,2.5.0,2.4,2020-05-21,1590021302624,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,embeddings_clinical,NerDLModel,"PROBLEM,TEST,TREATMENT",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,large,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,,
1,clinical/models,NER DL Model Legal,ner_legal,de,2.5.5,2.4,2020-09-07,1599471454959,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_legal_de_2.5.5_2.4_1599471454959.zip,ner_legal_de_2.5.5_2.4_1599471454959.zip,embeddings_clinical,NerDLModel,"AN,EUN,GRT,GS,INN,LD,LDS,LIT,MRK,ORG,PER,RR,RS,ST,STR,UN,VO,VS,VT",,John Snow Labs,"legal,ner,de",Licensed ,Legal,,,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/15.German_Legal_Model.ipynb,
0,clinical/models,,ner_medmentions_coarse,en,2.5.0,2.4,2020-05-23,1590265407598,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_medmentions_coarse_en_2.5.0_2.4_1590265407598.zip,ner_medmentions_coarse_en_2.5.0_2.4_1590265407598.zip,embeddings_clinical,NerDLModel,"Amino_Acid,_Peptide,_or_Protein,Anatomical_Structure,Biologic_Function,Biomedical_or_Dental_Material,Body_Location_or_Region,Body_Part,_Organ,_or_Organ_Component,Body_Substance,Body_System,Cell,Cell_Component,Chemical,Clinical_Attribute,Daily_or_Recreational_Activity,Diagnostic_Procedure,Disease_or_Syndrome,Eukaryote,Food,Fungus,Gene_or_Genome,Genetic_Function,Geographic_Area,Group,Health_Care_Activity,Indicator,_Reagent,_or_Diagnostic_Aid,Injury_or_Poisoning,Laboratory_Procedure,Mammal,Manufactured_Object,Medical_Device,Mental_Process,Mental_or_Behavioral_Dysfunction,Molecular_Biology_Research_Technique,Molecular_Function,Neoplastic_Process,Nucleic_Acid,_Nucleoside,_or_Nucleotide,Nucleotide_Sequence,Organic_Chemical,Organism_Attribute,Organization,Pathologic_Function,Pharmacologic_Substance,Plant,Population_Group,Professional_or_Occupational_Group,Prokaryote,Qualitative_Concept,Quantitative_Concept,Research_Activity,Sign_or_Symptom,Spatial_Concept,Substance,Therapeutic_or_Preventive_Procedure,Tissue,Virus",,John Snow Labs,,Licensed ,Healthcare,,Trained on MedMentions dataset,,,,,
1,clinical/models,Neoplasms NER,ner_neoplasms,es,2.5.3,2.4,2020-07-08,1594168624415,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_neoplasms_es_2.5.3_2.4_1594168624415.zip,ner_neoplasms_es_2.5.3_2.4_1594168624415.zip,embeddings_scielowiki_300d,NerDLModel,MORFOLOGIA_NEOPLASIA,https://temu.bsc.es/cantemist/,John Snow Labs,"clinical,ner,cantemist,es",Licensed ,Healthcare,,Named Entity Recognition model for Neoplasic Morphology,"Neoplasms NER is a Named Entity Recognition model that annotates text to find references to tumors. The only entity it annotates is MalignantNeoplasm. Neoplasms NER is trained with the 'embeddings_scielowiki_300d' word embeddings model, so be sure to use the same embeddings in the pipeline.",,,,False
1,clinical/models,Ner DL Model Posology,ner_posology,en,2.4.2,2.4,2020-03-17,1584452534235,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_en_2.4.4_2.4_1584452534235.zip,ner_posology_en_2.4.4_2.4_1584452534235.zip,embeddings_clinical,NerDLModel,"DOSAGE,DRUG,DURATION,FORM,FREQUENCY,ROUTE,STRENGTH",https://open.fda.gov/,John Snow Labs,"clinical,ner,dl,drugs,fda,en",Licensed ,Healthcare,,Trained on the 2018 i2b2 dataset and FDA Drug datasets with `embeddings_clinical`.,"Pretrained named entity recognition deep learning model for posology, this NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline",,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
0,clinical/models,,ner_posology_healthcare,en,2.6.0,2.4,2020-09-23,1600849852424,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_healthcare_en_2.6.0_2.4_1600849852424.zip,ner_posology_healthcare_en_2.6.0_2.4_1600849852424.zip,embeddings_healthcare,NerDLModel,"Dosage,Drug,Duration,Form,Frequency,Route,Strength",https://open.fda.gov/,John Snow Labs,"clinical,ner,drugs,fda,healthcare,en",Licensed ,Healthcare,,Trained on the 2018 i2b2 dataset and FDA Drug datasets with `embeddings_healthcare_100d`.,"Pretrained named entity recognition deep learning model for posology, this NER is trained with the 'embeddings_healthcare' word embeddings model, so be sure to use the same embeddings in the pipeline",,,,
1,clinical/models,Ner DL Model Posology Large,ner_posology_large,en,2.4.2,2.4,2020-04-21,1587513302751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_large_en_2.4.2_2.4_1587513302751.zip,ner_posology_large_en_2.4.2_2.4_1587513302751.zip,embeddings_clinical,NerDLModel,"DOSAGE,DRUG,DURATION,FORM,FREQUENCY,ROUTE,STRENGTH",https://open.fda.gov/,John Snow Labs,"clinical,ner,drugs,fda,large,en",Licensed ,Healthcare,,Trained on the 2018 i2b2 dataset and FDA Drug datasets with `embeddings_clinical`.,"Pretrained named entity recognition deep learning model for posology, this NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline",,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Posology Small,ner_posology_small,en,2.4.2,2.4,2020-04-21,1587513301751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_small_en_2.4.2_2.4_1587513301751.zip,ner_posology_small_en_2.4.2_2.4_1587513301751.zip,embeddings_clinical,NerDLModel,"DOSAGE,DRUG,DURATION,FORM,FREQUENCY,ROUTE,STRENGTH",https://www.i2b2.org/NLP/Medication,John Snow Labs,"clinical,ner,drugs,fda,small,en",Licensed ,Healthcare,,Trained on the 2018 i2b2 dataset (no FDA) with `embeddings_clinical`.,"Pretrained named entity recognition deep learning model for posology, this NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline",,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Risk Factors,ner_risk_factors,en,2.4.2,2.4,2020-04-21,1587513300751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_risk_factors_en_2.4.2_2.4_1587513300751.zip,ner_risk_factors_en_2.4.2_2.4_1587513300751.zip,embeddings_clinical,NerDLModel,"CAD,DIABETES,FAMILY_HIST,HYPERLIPIDEMIA,HYPERTENSION,MEDICATION,OBESE,PHI,SMOKER",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,risk,factors,en",Licensed ,Healthcare,,Trained on plain n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,Pretrained named entity recognition deep learning model for Heart Disease Risk Factors and Personal Health Information.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,POS Tagger Clinical,pos_clinical,en,2.0.2,2.4,2019-04-30,1556660550177,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/pos_clinical_en_2.0.2_2.4_1556660550177.zip,pos_clinical_en_2.0.2_2.4_1556660550177.zip,embeddings_clinical,PerceptronModel,,,John Snow Labs,"clinical,pos,medpost,en",Licensed ,Healthcare,,Trained with MedPost dataset,,,,,
0,clinical/models,,ppl_posology_rxnorm,en,2.5.3,2.4,2020-08-05,1596638834463,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ppl_posology_rxnorm_en_2.5.3_2.4_1596638834463.zip,ppl_posology_rxnorm_en_2.5.3_2.4_1596638834463.zip,,PipelineModel,,FILLUP,John Snow Labs,FILLUP,Licensed ,Healthcare,,FILLUP,,,,,
0,clinical/models,,re_chemprot_clinical,en,2.5.5,2.4,2020-09-04,1599250496881,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_chemprot_clinical_en_2.5.5_2.4_1599250496881.zip,re_chemprot_clinical_en_2.5.5_2.4_1599250496881.zip,embeddings_clinical,RelationExtractionModel,,,John Snow Labs,,Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,,
1,clinical/models,Relation Extraction Model Clinical,re_clinical,en,2.5.5,2.4,2020-09-24,1600987935304,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_clinical_en_2.5.5_2.4_1600987935304.zip,re_clinical_en_2.5.5_2.4_1600987935304.zip,embeddings_clinical,RelationExtractionModel,"TrIP (improved), TrWP (worsened), TrCP (caused problem), TrAP (administered), TrNAP (avoided), TeRP (revealed problem), TeCP (investigate problem), PIP (problems related)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,relation,extraction,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,Models the set of clinical relations defined in the 2010 i2b2 relation challenge.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False
1,clinical/models,Relation Extraction Model Clinical,re_drug_drug_interaction_clinical,en,2.5.5,2.4,2020-09-03,1599156924424,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_drug_drug_interaction_clinical_en_2.5.5_2.4_1599156924424.zip,re_drug_drug_interaction_clinical_en_2.5.5_2.4_1599156924424.zip,embeddings_clinical,RelationExtractionModel,,,John Snow Labs,"clinical,relation,extraction,drug,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False
1,clinical/models,Relation Extraction Model Clinical,re_human_phenotype_gene_clinical,en,2.5.5,2.4,2020-08-27,1598560152543,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_human_phenotype_gene_clinical_en_2.5.5_2.4_1598560152543.zip,re_human_phenotype_gene_clinical_en_2.5.5_2.4_1598560152543.zip,embeddings_clinical,RelationExtractionModel,,,John Snow Labs,"clinical,relation,extraction,phenotype,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False
1,clinical/models,Relation Extraction Model Clinical,re_temporal_events_clinical,en,2.5.5,2.4,2020-08-18,1597774124917,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_temporal_events_clinical_en_2.5.5_2.4_1597774124917.zip,re_temporal_events_clinical_en_2.5.5_2.4_1597774124917.zip,embeddings_clinical,RelationExtractionModel,"TrIP (improved), TrWP (worsened), TrCP (caused problem), TrAP (administered), TrNAP (avoided), TeRP (revealed problem), TeCP (investigate problem), PIP (problems related)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,events,relation,extraction,temporal,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False
1,clinical/models,Relation Extraction Model Clinical,re_temporal_events_enriched_clinical,en,2.5.5,2.4,2020-08-18,1597775105767,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_temporal_events_enriched_clinical_en_2.5.5_2.4_1597775105767.zip,re_temporal_events_enriched_clinical_en_2.5.5_2.4_1597775105767.zip,embeddings_clinical,RelationExtractionModel,"Extracts: Temporal relations (BEFORE, AFTER, SIMULTANEOUS, BEGUN_BY, ENDED_BY, DURING, BEFORE_OVERLAP) between clinical events (`ner_events_clinical`)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,events,relation,extraction,temporal,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False
0,clinical/models,,recognize_entities_posology,en,2.5.5,2.4,2020-08-19,1597846280279,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/recognize_entities_posology_en_2.5.5_2.4_1597846280279.zip,recognize_entities_posology_en_2.5.5_2.4_1597846280279.zip,,PipelineModel,FILLUP,FILLUP,John Snow Labs,"clinical,relation,extraction,en",Licensed ,Healthcare,,FILLUP,,,,,
0,clinical/models,Deep Sentence Detector,sentence_detector_dl,en,2.6.0,2.4,2020-09-13,1600002888450,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/sentence_detector_dl_en_2.6.0_2.4_1600002888450.zip,sentence_detector_dl_en_2.6.0_2.4_1600002888450.zip,,DeepSentenceDetector,,https://github.com/dbmdz/deep-eos,John Snow Labs,"clinical,sentence_detection,dl,en",Licensed ,Healthcare,,Please visit the [repo](https://github.com/dbmdz/deep-eos) for more information,,,,,
0,clinical/models,Deep Sentence Detector Multilingual,sentence_detector_dl,xx,2.6.0,2.4,2020-09-14,1600092755641,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/sentence_detector_dl_xx_2.6.0_2.4_1600092755641.zip,sentence_detector_dl_xx_2.6.0_2.4_1600092755641.zip,,DeepSentenceDetector,,https://github.com/dbmdz/deep-eos,John Snow Labs,"clinical,sentence_detection,dl.multilingual,xx",Licensed ,Healthcare,,Please visit the [repo](https://github.com/dbmdz/deep-eos) for more information,,,,,
0,clinical/models,Deep Sentence Detector Healthcare,sentence_detector_dl_healthcare,en,2.6.0,2.4,2020-09-13,1600001082565,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/sentence_detector_dl_healthcare_en_2.6.0_2.4_1600001082565.zip,sentence_detector_dl_healthcare_en_2.6.0_2.4_1600001082565.zip,,DeepSentenceDetector,,https://github.com/dbmdz/deep-eos,John Snow Labs,"clinical,sentence_detection,dl,en",Licensed ,Healthcare,,Please visit the [repo](https://github.com/dbmdz/deep-eos) for more information,,,,,
1,clinical/models,Contextual Spellchecker Clinical,spellcheck_clinical,en,2.4.2,2.4,2020-04-17,1587146727460,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/spellcheck_clinical_en_2.4.2_2.4_1587146727460.zip,spellcheck_clinical_en_2.4.2_2.4_1587146727460.zip,embeddings_clinical,ContextSpellCheckerModel,,,John Snow Labs,"clinical,spellcheck,dl,contextual,en",Licensed ,Healthcare,,Trained with PubMed and i2b2 datasets,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/6.Clinical_Context_Spell_Checker.ipynb,
0,clinical/models,,textmatch_cpt_token,en,2.4.0,2.4,2020-04-21,1587495106014,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/textmatch_cpt_token_en_2.4.5_2.4_1587495106014.zip,textmatch_cpt_token_en_2.4.5_2.4_1587495106014.zip,,TextMatcherModel,,,John Snow Labs,"clinical,ner,trie,match,cpt,en",Licensed ,Healthcare,,Trained on NER Synonym Augmented Procedural Terminology bigram tokens combined up to a window of one,,,,,
0,clinical/models,,textmatch_icdo_ner,en,2.4.0,2.4,2020-04-21,1587495006987,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/textmatch_icdo_ner_en_2.4.5_2.4_1587495006987.zip,textmatch_icdo_ner_en_2.4.5_2.4_1587495006987.zip,,TextMatcherModel,,,John Snow Labs,"clinical,ner,trie,match,icdo,en",Licensed ,Healthcare,,Trained on NER Synonym Augmented ICD Histology Behaviour bigram tokens up to a window of four,,,,,
1,clinical/models,Fastext Word Embeddings in German,w2v_cc_300d,de,2.5.5,2.4,2020-09-06,1599428063692,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/w2v_cc_300d_de_2.5.5_2.4_1599428063692.zip,w2v_cc_300d_de_2.5.5_2.4_1599428063692.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on w2v_cc_300d,https://fasttext.cc/docs/en/crawl-vectors.html,John Snow Labs,,Licensed ,Healthcare,300,FastText common crawl word embeddings for Germany,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/14.German_Healthcare_Models.ipynb,
