repo,name,language,compatibility,spark_version,latest_date,ts,file,dataset,upstream_deps,model_class,dataset_info,labels,reference_url,author,tags,license,edition,inputs,output,dimension,description,demo_url,download_url,included_models,type,colab_url,case_sensitive,title
clinical/models,ner_bionlp,en,2.4.0,2.4,2020-01-28,1580237286004,ner_bionlp_en_2.4.0_2.4_1580237286004.zip,s3,embeddings_clinical,NerDLModel,Trained on Cancer Genetics (CG) task of the BioNLP Shared Task 2013 with `embeddings_clinical`,"Amino_acid, Anatomical_system, Cancer, Cell, Cellular_component, Developing_anatomical_Structure, Gene_or_gene_product, Immaterial_anatomical_entity, Multi-tissue_structure, Organ, Organism, Organism_subdivision, Simple_chemical, Tissue",http://2013.bionlp-st.org/tasks/cancer-genetics,John Snow Labs,"clinical,ner,dl,cancer,genetics,bionlp",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for biology and genetics terms. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_bionlp_en_2.4.0_2.4_1580237286004.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Bionlp
clinical/models,ner_cancer_genetics,en,2.4.2,2.4,2020-04-22,1587567870408,ner_cancer_genetics_en_2.4.2_2.4_1587567870408.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_cellular,en,2.4.2,2.4,2020-04-21,1587513308751,ner_cellular_en_2.4.2_2.4_1587513308751.zip,s3,embeddings_clinical,NerDLModel,Trained on the JNLPBA corpus containing more than 2.404 publication abstracts with `embeddings_clinical`,"DNA, Cell_type, Cell_line, RNA, Protein",http://www.geniaproject.org/,John Snow Labs,"clinical,ner,dl,cellular,jnlpba",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for molecular biology related terms. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_cellular_en_2.4.2_2.4_1587513308751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Cellular
clinical/models,ner_chemprot_clinical,en,2.5.5,2.4,2020-09-06,1599360199717,ner_chemprot_clinical_en_2.5.5_2.4_1599360199717.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_clinical,en,2.4.0,2.4,2020-01-28,1580237286004,ner_clinical_en_2.4.0_2.4_1580237286004.zip,s3,embeddings_clinical,NerDLModel,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_clinical`","Problem, Test, Treatment",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp,John Snow Labs,"clinical,ner,dl,n2c2",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for clinical terms. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_clinical_en_2.4.0_2.4_1580237286004.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Clinical
clinical/models,ner_clinical_large,en,2.5.0,2.4,2020-05-21,1590021302624,ner_clinical_large_en_2.5.0_2.4_1590021302624.zip,s3,embeddings_clinical,NerDLModel,Trained on i2b2 augmented data with `clinical_embeddings`,"Problem, Test, Treatment",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,ner,n2c2,large",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Clinical NER (Large) is a Named Entity Recognition model that annotates text to find references to clinical events. The entities it annotates are Problem, Treatment, and Test. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_EVENTS_CLINICAL,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,,ner,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_EVENTS_CLINICAL.ipynb,False,Clinical NER (Large)
clinical/models,ner_crf,en,2.4.0,2.4,2020-01-28,1580237286004,ner_crf_en_2.4.0_2.4_1580237286004.zip,s3,embeddings_clinical,NerCrfModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_deid_enriched,en,2.4.2,2.4,2020-07-08,1594170530497,ner_deid_enriched_en_2.4.2_2.4_1594170530497.zip,s3,embeddings_clinical,NerDLModel,Trained on JSL enriched n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,"Age, City, Country, Date, Doctor, Hospital, Idnum, Medicalrecord, Organization, Patient, Phone, Profession, State, Street, Username, Zip",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,deid",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Deidentification NER (Enriched) is a Named Entity Recognition model that annotates text to find protected health information that may need to be deidentified. The entities it annotates are Age, City, Country, Date, Doctor, Hospital, Idnum, Medicalrecord, Organization, Patient, Phone, Profession, State, Street, Username, and Zip. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_DEMOGRAPHICS,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_deid_enriched_en_2.4.2_2.4_1587513306751.zip,,ner,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_DEMOGRAPHICS.ipynb,False,Deidentification NER (Enriched)
clinical/models,ner_deid_large,en,2.4.2,2.4,2020-07-22,1595427435246,ner_deid_large_en_2.4.2_2.4_1595427435246.zip,s3,embeddings_clinical,NerDLModel,Trained on plain n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,"Age, Contact, Date, Id, Location, Name, Profession",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,deid",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Deidentification NER (Large) is a Named Entity Recognition model that annotates text to find protected health information that may need to be deidentified. The entities it annotates are Age, Contact, Date, Id, Location, Name, and Profession. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_DEMOGRAPHICS,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_deid_large_en_2.4.2_2.4_1587513305751.zip,,ner,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_DEMOGRAPHICS.ipynb,False,Deidentification NER (Large)
clinical/models,ner_diag_proc,es,2.5.3,2.4,2020-07-08,1594168623415,ner_diag_proc_es_2.5.3_2.4_1594168623415.zip,s3,embeddings_scielowiki_300d,NerDLModel,Trained on CodiEsp Challenge dataset,"Diagnostico, Procedimiento",https://temu.bsc.es/codiesp/,John Snow Labs,"clinical,ner,codiesp",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,,,,,,,,
clinical/models,ner_diseases,en,2.4.4,2.4,2020-03-17,1584452534235,ner_diseases_en_2.4.4_2.4_1584452534235.zip,s3,embeddings_clinical,NerDLModel,Trained on i2b2 with `embeddings_clinical`,Disease,,John Snow Labs,"clinical,ner,dl,n2c2",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for diseases. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",#,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_diseases_en_2.4.4_2.4_1584452534235.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Diseases
clinical/models,ner_drugs,en,2.4.4,2.4,2020-03-17,1584452534235,ner_drugs_en_2.4.4_2.4_1584452534235.zip,s3,embeddings_clinical,NerDLModel,Trained on i2b2_med7 + FDA with `embeddings_clinical`.,DrugChem (Drug and Chemicals),https://www.i2b2.org/NLP/Medication,John Snow Labs,"clinical,ner,dl,n2c2",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for Drugs. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_drugs_en_2.4.4_2.4_1584452534235.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Drugs
clinical/models,ner_events_clinical,en,2.5.0,2.4,2020-08-18,1597775531760,ner_events_clinical_en_2.5.0_2.4_1597775531760.zip,s3,embeddings_clinical,NerDLModel,Trained on i2b2 events data with `clinical_embeddings`,"Problem, Test, Treatment, Occurence, Clinical_Dept, Date, Evidential, Duration, Frequency, Admission, Discharge, Time",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,ner,events",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for clinical events. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_events_clinical_en_2.5.0_2.4_1590021303624.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Clinical Events
clinical/models,ner_events_healthcare,en,2.6.0,2.4,2020-09-23,1600849907632,ner_events_healthcare_en_2.6.0_2.4_1600849907632.zip,s3,,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_healthcare,de,2.5.5,2.4,2020-09-06,1599433028253,ner_healthcare_de_2.5.5_2.4_1599433028253.zip,s3,,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_healthcare,en,2.4.4,2.4,2020-09-23,1600849764614,ner_healthcare_en_2.4.4_2.4_1600849764614.zip,s3,,NerDLModel,,,,,,Licensed ,,,,,"Pretrained named entity recognition deep learning model for healthcare. Includes Problem, Test and Treatment entities. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_healthcare_en_2.4.4_2.4_1585188313964.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Healthcare
clinical/models,ner_human_phenotype_gene_clinical,en,2.5.5,2.4,2020-08-27,1598558253840,ner_human_phenotype_gene_clinical_en_2.5.5_2.4_1598558253840.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_human_phenotype_go_clinical,en,2.5.5,2.4,2020-08-27,1598558398770,ner_human_phenotype_go_clinical_en_2.5.5_2.4_1598558398770.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_jsl,en,2.4.2,2.4,2020-04-21,1587513304751,ner_jsl_en_2.4.2_2.4_1587513304751.zip,s3,embeddings_clinical,NerDLModel,Trained on data gathered and manually annotated by John Snow Labs,"Age, Diagnosis, Dosage, Drug_name, Frequency, Gender, Lab_name, Lab_result, Modifier, Name, Negation, Symptom_name",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for clinical terminology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_en_2.4.2_2.4_1587513304751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,Ner DL Model
clinical/models,ner_jsl_enriched,en,2.4.2,2.4,2020-04-21,1587513303751,ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,s3,embeddings_clinical,NerDLModel,Trained on data gathered and manually annotated by John Snow Labs,"Age, Diagnosis, Dosage, Drug_name, Frequency, Gender, Lab_name, Lab_result, Modifier, Name, Negation, Symptom_name",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for clinical terminology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,Ner DL Model Enriched
clinical/models,ner_large_clinical,en,2.5.0,2.4,2020-05-21,1590021302624,ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_legal,de,2.5.5,2.4,2020-09-07,1599471454959,ner_legal_de_2.5.5_2.4_1599471454959.zip,s3,embeddings_clinical,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_medmentions_coarse,en,2.5.0,2.4,2020-05-23,1590265407598,ner_medmentions_coarse_en_2.5.0_2.4_1590265407598.zip,s3,embeddings_clinical,NerDLModel,Trained on MedMentions dataset,,,John Snow Labs,,Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,,,,,,,,
clinical/models,ner_neoplasms,es,2.5.3,2.4,2020-07-08,1594168624415,ner_neoplasms_es_2.5.3_2.4_1594168624415.zip,s3,embeddings_scielowiki_300d,NerDLModel,Trained on MedMentions dataset,MalignantNeoplasm,https://temu.bsc.es/cantemist/,John Snow Labs,"clinical,ner,cantemist",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Neoplasms NER is a Named Entity Recognition model that annotates text to find references to tumors. The only entity it annotates is MalignantNeoplasm. Neoplasms NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_TUMOR,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_neoplasms_es_2.5.3_2.4_1594168624415.zip,,ner,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_TUMOR.ipynb,False,Neoplasms NER
clinical/models,ner_posology,en,2.4.2,2.4,2020-03-17,1584452534235,ner_posology_en_2.4.2_2.4_1584452534235.zip,s3,embeddings_clinical,NerDLModel,Trained on the 2018 i2b2 dataset and FDA Drug datasets with `embeddings_clinical`.,"Dosage, Drug, Duration, Form, Frequency, Route, Strength",https://open.fda.gov/,John Snow Labs,"clinical,ner,dl,drugs,fda",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for posology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_en_2.4.4_2.4_1584452534235.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Posology
clinical/models,ner_posology_healthcare,en,2.6.0,2.4,2020-09-23,1600849852424,ner_posology_healthcare_en_2.6.0_2.4_1600849852424.zip,s3,,NerDLModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,ner_posology_large,en,2.4.2,2.4,2020-04-21,1587513302751,ner_posology_large_en_2.4.2_2.4_1587513302751.zip,s3,embeddings_clinical,NerDLModel,Trained on the 2018 i2b2 dataset and FDA Drug datasets with `embeddings_clinical`.,"Dosage, Drug, Duration, Form, Frequency, Route, Strength",https://open.fda.gov/,John Snow Labs,"clinical,ner,drugs,fda,large",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for posology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_large_en_2.4.2_2.4_1587513302751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Posology Large
clinical/models,ner_posology_small,en,2.4.2,2.4,2020-04-21,1587513301751,ner_posology_small_en_2.4.2_2.4_1587513301751.zip,s3,embeddings_clinical,NerDLModel,Trained on the 2018 i2b2 dataset (no FDA) with `embeddings_clinical`.,"Dosage, Drug, Duration, Form, Frequency, Route, Strength",https://www.i2b2.org/NLP/Medication,John Snow Labs,"clinical,ner,drugs,fda,small",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for posology. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazon.com/auxdata.johnsnowlabs.com/clinical/models/ner_posology_small_en_2.4.2_2.4_1587513301751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Posology Small
clinical/models,ner_risk_factors,en,2.4.2,2.4,2020-04-21,1587513300751,ner_risk_factors_en_2.4.2_2.4_1587513300751.zip,s3,embeddings_clinical,NerDLModel,Trained on plain n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,"Cad, Diabetes, Family_hist, Hyperlipidemia, Hypertension, Medication, Obese, Phi, Smoker",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,risk,factors",Licensed ,Healthcare,"sentence, token, pos, label, word_embeddings",ner,,"Pretrained named entity recognition deep learning model for Heart Disease Risk Factors and Personal Health Information. The SparkNLP deep learning model (NerDL) is inspired by a former state of the art model for NER: Chiu & Nicols, Named Entity Recognition with Bidirectional LSTM,CNN.",,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_risk_factors_en_2.4.2_2.4_1587513300751.zip,,ner,https://github.com/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False,NerDLModel Risk Factors
clinical/models,pos_clinical,en,2.0.2,2.4,2019-04-30,1556660550177,pos_clinical_en_2.0.2_2.4_1556660550177.zip,s3,embeddings_clinical,PerceptronModel,Trained with MedPost dataset,,,John Snow Labs,"clinical,pos,medpost",Licensed ,Healthcare,"token, sentence",pos,,,,,,,,,
clinical/models,ppl_posology_rxnorm,en,2.5.3,2.4,2020-08-05,1596638834463,ppl_posology_rxnorm_en_2.5.3_2.4_1596638834463.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,re_chemprot_clinical,en,2.5.5,2.4,2020-09-04,1599250496881,re_chemprot_clinical_en_2.5.5_2.4_1599250496881.zip,s3,embeddings_clinical,RelationExtractionModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,re_clinical,en,2.5.5,2.4,2020-09-24,1600987935304,re_clinical_en_2.5.5_2.4_1600987935304.zip,s3,embeddings_clinical,RelationExtractionModel,Trained on data gathered and manually annotated by John Snow Labs,"TrIP (improved), TrWP (worsened), TrCP (caused problem), TrAP (administered), TrNAP (avoided), TeRP (revealed problem), TeCP (investigate problem), PIP (problems related)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,relation,extraction",Licensed ,Healthcare,"word_embeddings, chunk, pos, dependency",category,,Models the set of clinical relations defined in the 2010 i2b2 relation challenge.,,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/re_clinical_en_2.5.5_2.4_1596928426753.zip,,re,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/10.Clinical_Relation_Extraction.ipynb,False,RelationExtractionModel Clinical
clinical/models,re_drug_drug_interaction_clinical,en,2.5.5,2.4,2020-09-03,1599156924424,re_drug_drug_interaction_clinical_en_2.5.5_2.4_1599156924424.zip,s3,embeddings_clinical,RelationExtractionModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,re_human_phenotype_gene_clinical,en,2.5.5,2.4,2020-08-27,1598560152543,re_human_phenotype_gene_clinical_en_2.5.5_2.4_1598560152543.zip,s3,embeddings_clinical,RelationExtractionModel,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,re_temporal_events_clinical,en,2.5.5,2.4,2020-08-18,1597774124917,re_temporal_events_clinical_en_2.5.5_2.4_1597774124917.zip,s3,embeddings_clinical,RelationExtractionModel,Trained on data gathered and manually annotated by John Snow Labs,"TrIP (improved), TrWP (worsened), TrCP (caused problem), TrAP (administered), TrNAP (avoided), TeRP (revealed problem), TeCP (investigate problem), PIP (problems related)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,relation,extraction,temporal",Licensed ,Healthcare,"word_embeddings, chunk, pos, dependency",category,,,,,,,,,
clinical/models,re_temporal_events_enriched_clinical,en,2.5.5,2.4,2020-08-18,1597775105767,re_temporal_events_enriched_clinical_en_2.5.5_2.4_1597775105767.zip,s3,embeddings_clinical,RelationExtractionModel,Trained on data gathered and manually annotated by John Snow Labs,"Extracts: Temporal relations (BEFORE, AFTER, SIMULTANEOUS, BEGUN_BY, ENDED_BY, DURING, BEFORE_OVERLAP) between clinical events (`ner_events_clinical`)",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,relation,extraction,temporal",Licensed ,Healthcare,"word_embeddings, chunk, pos, dependency",category,,,,,,,,,
clinical/models,recognize_entities_posology,en,2.5.5,2.4,2020-08-19,1597846280279,recognize_entities_posology_en_2.5.5_2.4_1597846280279.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,sentence_detector_dl,en,2.6.0,2.4,2020-09-13,1600002888450,sentence_detector_dl_en_2.6.0_2.4_1600002888450.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,sentence_detector_dl,xx,2.6.0,2.4,2020-09-14,1600092755641,sentence_detector_dl_xx_2.6.0_2.4_1600092755641.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,sentence_detector_dl_healthcare,en,2.6.0,2.4,2020-09-13,1600001082565,sentence_detector_dl_healthcare_en_2.6.0_2.4_1600001082565.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,spellcheck_clinical,en,2.4.2,2.4,2020-04-17,1587146727460,spellcheck_clinical_en_2.4.2_2.4_1587146727460.zip,s3,embeddings_clinical,ContextSpellCheckerModel,Trained with PubMed and i2b2 datasets,,,John Snow Labs,"clinical,spellcheck,dl,contextual",Licensed ,Healthcare,token,spell,,,,,,,,,
clinical/models,textmatch_cpt_token,en,2.4.0,2.4,2020-04-21,1587495106014,textmatch_cpt_token_en_2.4.0_2.4_1587495106014.zip,s3,,TextMatcherModel,Trained on NER Synonym Augmented Procedural Terminology bigram tokens combined up to a window of one,,,John Snow Labs,"clinical,ner,trie,match,cpt",Licensed ,Healthcare,"document, token",entity,,,,,,,,,
clinical/models,textmatch_icdo,en,2.4.2,2.4,2020-03-03,1583201177949,textmatch_icdo_en_2.4.2_2.4_1583201177949.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
clinical/models,textmatch_icdo_ner,en,2.4.0,2.4,2020-04-21,1587495006987,textmatch_icdo_ner_en_2.4.0_2.4_1587495006987.zip,s3,,TextMatcherModel,Trained on NER Synonym Augmented ICD Histology Behaviour bigram tokens up to a window of four,,,John Snow Labs,"clinical,ner,trie,match,icdo",Licensed ,Healthcare,"document, token",entity,,,,,,,,,
clinical/models,w2v_cc_300d,de,2.5.5,2.4,2020-09-06,1599428063692,w2v_cc_300d_de_2.5.5_2.4_1599428063692.zip,s3,,,,,,,,Licensed ,,,,,,,,,,,,
